LSOA,B15 2TH,B18 7QH,B4 6NH,B71 4HJ,B75 7RR,B9 5SS,B98 7UB,BA1 3NG,BA21 4AT,BB10 2PQ,BB2 3HH,BD20 6TD,BD9 6RJ,BH15 2JB,BH7 7DW,BL4 0JR,BL9 7TD,BN11 2DH,BN2 5BE,BN21 2UD,BR6 8ND,BS10 5NB,BS2 8HW,BS23 4TQ,CA2 7HY,CA28 8JG,CB2 0QQ,CH2 1UL,CH49 5PE,CM1 7ET,CM20 1QX,CO4 5JL,CR7 7YE,CT1 3NG,CT9 4AN,CV10 7DJ,CV2 2DX,CV34 5BW,CW1 4QJ,DA2 8DA,DE13 0RB,DE22 3NE,DH1 5TW,DL3 6HX,DN15 7BH,DN2 5LT,DN33 2BA,DT1 2JY,DY1 2HQ,E1 1BB,E11 1NR,E13 8SL,E9 6SR,EN5 3DJ,EX2 5DW,EX31 4JB,FY3 8NR,GL1 3NN,GU16 7UJ,GU2 7XX,HA1 3UJ,HG2 7SX,HP11 2TT,HP21 8AL,HR1 2ER,HU3 2JZ,HX3 0PW,IG3 8YB,IP33 2QZ,IP4 5PD,KT16 0PZ,KT18 7EG,KT2 7QB,L14 5AB,L35 5DR,L39 2JW,L7 8XP,L8 7SS,L9 7AL,LA1 4RP,LA14 4LF,LE1 5WW,LE3 9QP,LE5 4PW,LN2 5QY,LS1 3EX,LU4 0DZ,M13 0JH,M23 9LT,M6 8HD,M8 5RL,ME16 9QQ,ME7 5NY,MK42 9DJ,MK6 5LD,N18 1QX,N19 5NF,NE1 4LP,NE23 6NZ,NE34 0PL,NE63 9FL,NE7 7DN,NE9 6SX,NG17 4JL,NG5 1PB,NG7 2UH,NN1 5BD,NN16 8UZ,NR31 6LA,NR4 7UY,NW1 2BU,NW3 2QG,OL1 2JH,OL6 9RW,OX16 9AL,OX3 9DU,PE21 9QS,PE29 6NT,PE3 9GZ,PE30 4ET,PL6 8DH,PO19 6SE,PO30 5TG,PO6 3LY,PR2 9HT,PR8 6PN,RG1 5AN,RG24 9NA,RH1 5RH,RH16 4EX,RM7 0AG,S10 2JF,S44 5BL,S60 2UD,S75 2EP,S81 0BD,SE1 7EH,SE13 6LH,SE18 4QH,SE5 9RW,SG1 4AB,SK10 3BL,SK2 7JE,SL2 4HL,SM5 1AA,SN3 6BB,SO16 6YD,SO22 5DG,SP2 8BJ,SR4 7TP,SS0 0RY,SS16 5NL,ST16 3SA,ST4 6QG,SW10 9NH,SW17 0QT,SW3 6NP,SW6 6SX,SY3 8XQ,TA1 5DA,TF1 6TF,TN2 4QJ,TN24 0LZ,TN37 7RD,TQ2 7AA,TR1 3LQ,TS19 8PE,TS4 3BW,TW7 6AF,UB1 3HW,UB8 3NN,W12 0HS,W2 1NY,WA5 1QG,WC1N 3JH,WD18 0HB,WF1 4DG,WF13 4HS,WF8 1PL,WN1 2NN,WR5 1DD,WS2 9PS,WV10 0QP,YO12 6QL,YO31 8HE
Birmingham 049B,14.91666624,6.00000048,4.01666688,17.98333344,22.46666688,14.16666672,39.95000064,120.0166661,176.6666664,140.8666666,128.6000006,162.2000002,153.2999995,193.5833328,173.9666664,114.0666667,117.3333326,196.1500003,195.466667,212.1666667,175.7000002,103.9166669,106.3166674,125.6666674,210.316667,244.2333326,113.9833339,107.9000006,117.166667,154.3166669,144.5333328,175.5499997,171.6000005,208.066667,222.7666666,31.16666736,32.30000064,44.21666736,76.29999984,159.7833331,48.66666624,50.71666608,209.0166667,187.8833333,130.7499998,110.3499994,158.8166669,203.4999994,31.3166664,160.2833328,145.183333,154.3000003,155.083333,120.8499998,175.216667,203.3333338,142.933333,72.94999968,138.2333328,141.4333339,128.7333331,152.7999998,101.6500003,105.3333331,88.71666624,149.2666661,140.1333336,158.7166661,139.5333331,172.0333339,127.3333334,145.0166674,146.6000006,109.2666672,104.2499995,113.3833334,115.2999994,113.9666674,111.9333326,145.4499994,241.5500006,53.88333264,51.95000016,62.23333392,116.2500005,135.8000006,93.84999984,106.4499998,97.15000032,104.9333328,118.3000003,180.3166661,181.3833331,93.61666656,83.0666664,136.3999997,135.2000002,226.3666666,230.8666666,222.3333331,238.6833336,230.3500003,218.7333331,76.2333336,67.48333344,62.70000048,69.6666672,61.68333312,205.7333328,173.8833336,140.0666674,131.9499994,116.833333,113.8666666,61.18333344,86.9333328,145.5000005,90.94999968,109.0333339,150.3666662,217.9166674,183.5500003,218.9166667,166.216667,126.6500002,128.7833328,125.2833336,136.3166669,156.9333326,176.8166669,155.0499998,106.6166669,83.46666672,98.26666704,112.5666662,100.35,152.6166662,173.4000005,167.2166664,164.2833331,116.4333326,94.6833336,108.4833331,117.0666662,157.2666667,100.4166662,155.0333333,139.6500005,164.3166662,216.9666662,170.0333338,157.05,47.04999984,57.55000032,143.383333,162.0333331,143.0000006,140.3666669,61.48333296,149.0833339,47.79999936,176.6166667,198.9333331,233.4500006,197.4666672,283.333333,192.5500003,188.5000003,134.8166664,127.0333339,119.4833333,129.7166674,135.9333331,98.7333336,146.1500006,115.6333334,127.8833328,130.8500006,123.016667,109.3666666,45.16666704,21.73333392,28.28333376,200.4999998,156.6666662
Birmingham 050B,14.41666656,5.49999936,3.30000048,17.21666736,21.95000064,13.66666704,39.44999952,118.8333331,176.1666667,140.4166666,128.083333,161.6833339,152.7833333,193.0666666,173.4666667,113.566667,116.833333,195.6333326,194.9666674,211.666667,175.2000005,103.4000006,105.8166662,125.1499997,209.8166674,244.3999997,113.4666662,107.8666661,116.6666674,153.8000006,144.0333331,175.05,171.0833328,207.5666674,222.2666669,30.64999968,31.79999952,43.69999968,75.80000016,159.2833334,48.15,50.19999984,208.516667,187.3833336,130.2500002,110.0166667,158.3000006,202.9999997,30.81666672,159.7833331,144.6833333,153.8000006,154.5833333,120.3333336,174.7166674,202.8333326,142.4166667,72.43333344,137.7333331,140.9166662,128.2166669,152.2833336,101.1500006,104.8333334,88.21666656,148.7499998,139.6166674,158.0333328,139.0166669,171.4333334,126.8166672,144.5166662,146.083333,108.5499994,103.7333333,112.8833338,114.7833331,113.4666662,111.433333,144.9499997,241.033333,53.38333296,51.23333376,61.7333328,115.7499994,135.2999995,93.35000016,105.9333336,96.63333264,104.4333331,117.7833326,179.8166664,180.8833334,93.10000032,82.56666672,135.9,134.6833339,225.8500003,230.3500003,221.8333334,238.2500002,229.6333339,218.2333334,75.73333392,66.9666672,62.1833328,69.14999952,61.18333344,205.2333331,173.3666674,139.5499997,131.4499997,116.3333333,113.3666669,60.6666672,86.41666656,144.9833328,90.45,108.5166662,149.85,217.4166662,183.0500006,218.416667,165.6999994,126.1333339,128.2833331,124.7666674,135.8166672,156.433333,176.3166672,154.5333336,106.1166672,82.95000048,97.74999936,112.05,99.85000032,152.1166666,172.8999994,166.7166667,163.7666669,115.9166664,94.16666736,107.9833334,117.3166661,156.766667,99.9,154.5333336,139.1499994,163.8166666,216.4666666,169.5166661,156.5333338,46.55000016,57.05000064,142.8833333,161.5166669,142.2833328,139.8666672,60.98333328,148.5833328,47.29999968,176.1000005,198.4333334,232.9499995,196.9499995,282.8333333,192.0500006,188.0000006,134.3000002,126.3500006,118.966667,129.2166662,135.4166669,98.21666736,145.4333328,115.1333338,127.3666666,130.3499995,122.4999994,108.8500003,44.64999936,21.2333328,27.78333264,197.4333326,156.1666666
Birmingham 049E,13.16666736,5.04999936,3.31666704,18.78333264,22.98333312,14.85,38.18333376,118.2666672,174.9166661,141.4500005,129.1333334,162.733333,153.8333338,194.116667,174.5000006,114.5999995,117.8666669,196.6833331,195.9999998,212.6999995,176.233333,102.15,104.566667,123.9000005,210.8499998,244.7666669,114.5166667,108.9,117.6999998,154.8333331,145.066667,176.0833339,172.1333333,208.5999998,223.2999994,31.6833336,32.83333344,44.75000016,76.83333264,160.3166674,49.20000048,51.25000032,209.5499995,188.4166661,131.2833326,110.8833336,159.3499997,201.7500005,29.56666608,160.816667,145.7166672,154.8333331,155.6166672,121.3833326,173.4666667,201.5833334,143.4666672,71.19999936,138.766667,141.9666667,129.2666674,153.3333326,102.1833331,105.8666674,86.96666736,149.8000003,140.6499998,159.2666669,140.0499994,172.5500002,127.8666662,145.5500002,147.1333334,109.8,104.7833338,113.9166662,115.8333336,114.5000002,112.4666669,145.9833336,242.0666669,54.41666688,52.49999952,62.76666672,116.7833333,136.3333334,94.38333264,106.9833326,97.66666656,105.466667,118.8333331,180.8500003,181.9166674,94.1333328,83.60000064,136.9333339,135.733333,226.8833328,231.3999994,222.8666674,239.1999998,230.8833331,219.2666674,76.7666664,68.01666624,63.21666672,70.2,62.21666736,206.266667,174.3999998,140.6000002,132.4833336,117.3666672,114.3999994,61.71666624,87.45000048,146.0333333,91.48333392,109.5500002,150.9000005,216.166667,184.0833331,219.4499995,166.7499998,127.183333,129.316667,125.8166664,136.8499997,157.4666669,177.3499997,155.5666661,107.1499997,83.98333296,98.79999984,113.1000005,100.8833328,153.1500005,173.9333333,167.7500006,164.7999994,116.9666669,95.2166664,109.0166674,117.6000005,157.7999995,98.66666736,155.5666661,140.1833333,163.5666667,217.5000005,170.5666666,157.5833328,47.58333264,58.08333312,143.9166672,162.5499994,143.55,140.8999997,62.0166672,147.3333336,48.3333336,177.1499995,199.4666674,233.9833334,195.7000003,281.5833326,193.0833331,189.0333331,135.3500006,130.2333336,120.0166661,130.2500002,136.4499994,99.2666664,146.6833334,116.1666662,128.4000005,131.3833334,123.5333333,109.8999994,43.40000016,22.26666672,28.81666656,198.4666666,157.2000005
Birmingham 138C,12.93333264,4.81666608,2.99999952,18.54999936,22.7666664,14.85,37.95000048,118.0333339,174.6833328,141.2333338,128.9000002,162.4999997,153.6000005,193.8833338,174.2666674,114.3666662,117.6333336,196.4499998,195.7666666,212.4666662,176.0166662,101.9333333,104.3333338,123.6833338,210.6166666,245.2166669,114.2833334,108.6666667,117.4833331,154.6166664,144.8500003,175.8500006,171.9,208.3666666,220.3166664,31.46666688,32.60000016,44.51666688,76.59999936,160.0833326,48.9666672,51.01666704,209.3166662,188.1833328,131.0499994,110.6500003,159.1166664,201.5166672,29.3333328,160.5833338,145.4833339,154.5999998,155.4000005,121.1499994,173.2333334,201.3500002,143.2333339,70.96666608,138.5500003,141.7333334,129.0333326,152.6333328,101.9499998,105.6333326,86.73333264,149.566667,140.4333331,158.8166669,139.8333326,172.3333334,127.633333,145.3166669,146.9000002,109.5000005,104.5500005,113.683333,115.8833333,114.2833334,112.2333336,145.7500003,241.8500002,54.1833336,52.18333344,62.53333344,116.5666666,136.1166667,94.16666736,106.7499994,97.44999984,105.2333338,118.5999998,180.616667,181.6833326,93.91666608,83.36666736,136.7000006,135.4999997,226.6666661,231.1666661,222.6500006,238.9999997,230.5833336,219.0333326,76.53333312,67.78333296,63,69.96666672,61.98333264,206.0333338,174.1833331,140.3666669,132.2500003,117.1500005,114.1666661,61.48333296,87.23333376,145.8,91.25000064,109.3333334,150.6666672,215.9333338,183.8499998,219.2333328,166.5166666,126.9499997,129.0833338,125.5833331,136.6166664,157.2333336,177.1166664,155.3499994,106.933333,83.76666624,98.56666656,112.8666672,100.6499995,152.9166672,173.7,167.5166674,164.5833326,116.7333336,94.98333312,108.7833326,117.3666672,157.5666662,98.43333264,155.3499994,139.95,163.3166669,217.2666672,170.3333333,157.3499995,47.34999936,57.84999984,143.6833339,162.3333326,143.2333339,140.683333,61.78333392,147.1000003,48.10000032,176.9166662,199.2333326,233.7500002,195.4833336,281.3499994,192.8499998,188.7999998,135.1166674,127.3833331,119.7833328,130.0166669,136.2333326,99.03333312,146.3833339,115.933333,128.1833338,131.1500002,123.3166666,109.6666661,43.18333344,22.03333344,28.58333328,198.2333333,156.9666672
Birmingham 138B,13.2333336,5.44999968,2.45000016,18.76666608,22.38333264,14.10000048,37.6166664,118.5999998,175.2666667,140.85,128.5166664,162.1166674,153.2166667,193.5,173.9000002,114.0000005,117.2666664,196.0666661,196.3166674,212.0833339,175.6333339,102.5000006,104.9166662,124.2499997,210.2499994,244.1666664,113.8999997,108.283333,117.0999994,154.2333326,144.4666666,175.4833334,171.5166662,207.9999994,222.4166674,31.08333312,32.23333296,44.13333312,76.2333336,159.7000003,48.58333344,50.63333328,208.9500005,187.816667,130.6833336,110.4500002,158.7333326,202.0999997,29.91666672,160.2,145.1166667,154.2333326,155.0166667,120.766667,173.8166674,201.9333326,142.8500002,71.53333344,138.1666666,141.3499997,128.6500003,152.716667,101.5833326,105.2666669,87.3,149.1833333,140.0499994,158.1666667,139.4500003,171.9499997,127.2500006,144.9499997,146.5166664,108.9333331,104.1666667,113.3166672,115.2166666,113.8999997,111.8666664,145.3833331,241.4666664,53.8166664,51.63333264,62.14999968,116.1833328,135.7166664,93.7833336,106.366667,97.06666608,104.8666666,118.2166661,180.2499998,181.3166669,93.53333376,83.00000016,136.3333334,135.1166674,226.2833338,230.7833338,222.2666669,238.3666661,230.0166662,218.6666669,76.16666736,67.40000064,62.61666624,69.58333296,61.61666688,205.6666666,173.7999994,139.9833331,131.8666666,116.7666667,113.8000003,61.10000064,86.85,145.4166662,90.86666688,108.9499997,150.2833334,216.5166662,183.4833326,218.8500005,166.1333328,126.5666674,128.7166666,125.1999994,136.2500006,156.8666664,176.7333326,154.966667,106.5500006,83.38333392,98.1833328,112.4833334,100.2833338,152.55,173.3333328,167.1333336,164.2000003,116.3499998,94.59999936,108.4166669,117.7499995,157.2000005,99,154.966667,139.5833328,163.8999994,216.9,169.9499995,156.9666672,46.9833336,57.48333264,143.3166667,161.9500003,142.6833331,140.3000006,61.41666672,147.6833328,47.73333312,176.5333339,198.8666669,233.383333,196.0499995,281.9333333,192.4833326,188.4333326,134.7333336,129.3833333,119.4000005,129.6499997,135.8500003,98.64999936,145.8166666,115.5666672,127.8,130.783333,122.9333328,109.2833338,43.74999936,21.64999968,28.19999952,197.8666661,156.6
Birmingham 050C,13.74999984,5.85,3.21666624,18.5333328,22.14999936,13.8666672,38.11666608,119.2833331,175.95,140.6166667,128.2833331,161.8833326,153,193.2666667,173.6666669,113.7666672,117.0333331,195.8333328,195.1666661,211.8666672,175.4000006,103.1833339,105.583333,124.933333,210.0166661,243.9333331,113.6666664,108.0666662,116.8666661,153.9999994,144.2333333,175.2500002,171.283333,207.7666661,222.466667,30.84999984,31.99999968,43.89999984,76.00000032,159.4833336,48.35000016,50.4,208.7166672,187.5833338,130.4500003,110.0499998,158.4999994,202.7666664,30.6,159.9833333,144.8833334,153.9999994,154.7833334,120.5333338,174.5000006,202.5999994,142.6166669,72.21666672,137.9333333,141.1166664,128.416667,152.4833338,101.3499994,105.0333336,87.98333328,148.95,139.8166661,158.4333331,139.216667,171.6333336,127.0166674,144.7166664,146.2833331,108.9499997,103.9333334,113.0833339,114.9833333,113.6666664,111.6333331,145.1499998,241.2333331,53.58333312,51.63333264,61.93333296,115.9499995,135.4999997,93.55000032,106.1333338,96.8333328,104.6333333,117.9833328,180.0166666,181.0833336,93.30000048,82.76666688,136.1000002,134.8833326,226.0500005,230.5500005,222.0333336,238.3666661,230.0333328,218.4333336,75.93333264,67.16666736,62.38333296,69.34999968,61.3833336,205.4333333,173.5666661,139.7499998,131.6499998,116.5333334,113.566667,60.86666736,86.61666672,145.183333,90.65000016,108.7166664,150.0500002,217.183333,183.2499994,218.6166672,165.8999995,126.3333326,128.4833333,124.9666661,136.0166674,156.6333331,176.5166674,154.7333338,106.3166674,83.15000064,97.94999952,112.2500002,100.0500005,152.3166667,173.0999995,166.9166669,163.966667,116.1166666,94.36666608,108.1833336,115.5666672,156.9666672,99.68333328,154.7333338,139.3499995,164.0166667,216.6666667,169.7166662,156.7333339,46.75000032,57.24999936,143.0833334,161.716667,142.6833331,140.0666674,61.18333344,148.3499995,47.49999984,176.3000006,198.6333336,233.1499997,196.7333328,282.6,192.2499994,188.1999994,134.5000003,126.7499995,119.1666672,129.4166664,135.616667,98.41666608,145.8333331,115.3333339,127.5666667,130.5499997,122.6999995,109.0500005,44.43333264,21.43333296,27.9833328,200.1833338,156.3666667
Birmingham 133B,17.30000016,9.78333264,11.28333312,11.40000048,23.15000016,20.9666664,36,113.1833333,169.8333336,138.2166662,125.8833326,159.4833336,151.4166667,198.3666672,178.7666674,111.3500002,114.6166661,201.5666669,200.8833336,217.5833333,181.1333333,97.06666608,99.48333312,118.8166666,207.6000005,242.383333,119.4000005,105.6500006,114.4500005,159.7333334,149.9666674,180.9666662,177.016667,213.4833336,228.1833331,36.58333392,37.73333376,49.63333392,73.58333328,165.1999997,50.01666624,52.06666608,214.4333333,193.2999998,136.1666664,115.9499995,164.2333334,196.6666666,23.61666672,165.6999994,150.5999995,159.7166669,160.5166661,126.2666664,168.3833328,196.4999995,140.2166664,66.11666688,143.6666674,146.8500005,134.1499997,158.2166664,107.0833334,110.7499997,81.88333344,154.6833326,137.416667,164.1666672,144.9499997,177.4500005,132.75,150.4333339,152.0166672,106.5333326,101.533333,110.6666669,112.5833328,111.2499994,109.2166661,142.7333328,238.8333326,59.30000064,57.36666672,67.65000048,121.6833336,141.2333338,99.28333296,103.7333333,94.43333376,102.2166662,115.5833338,185.7333326,186.7999997,99.03333312,88.49999952,141.8166662,140.6166667,231.7833331,236.2833331,227.7666662,244.3999997,235.7500003,224.1499997,81.65000016,72.9,68.11666704,75.08333376,67.11666624,211.1499994,179.3000002,145.4833339,137.3666674,114.1166664,111.15,66.6,92.34999936,150.916667,96.36666624,114.4500005,155.7833328,211.0833331,188.3499998,223.7166662,171,123.9333336,126.0666662,130.7000002,141.7333334,162.3500006,182.2333334,160.4666664,112.05,88.88333328,103.6833336,117.9833328,105.7666666,158.0333328,178.816667,172.633333,169.6999997,121.8500006,91.96666704,105.7666666,122.4999994,162.6833333,93.58333344,159.8333328,144.45,158.4833328,222.3999994,175.4500003,162.4666666,44.33333328,54.83333376,148.7999995,167.4499997,148.4000006,145.8,58.7666664,142.2499997,45.0833328,182.0333333,204.3499997,238.8833338,190.633333,276.5000002,197.9666669,193.9333334,140.233333,132.4833336,124.8999998,135.1333339,141.3499997,96.01666704,151.5500006,121.05,133.2999994,136.2833338,128.4333336,106.65,38.31666624,19.01666736,25.5666672,203.3666669,162.0999994
Birmingham 133E,18.9,10.55000016,11.86666704,11.45000016,22.3166664,21.58333344,37.59999984,114.7833331,171.4333334,137.533333,125.2166674,158.8000003,150.75,199.6166664,180.0166666,110.6833334,113.9499994,202.1833339,201.5000006,218.2000003,181.7500003,98.66666736,101.083333,120.4166664,206.9333338,241.5166661,120.0166661,104.9833339,113.7833338,160.3500005,150.583333,181.5833333,177.6333326,214.1000006,228.8000002,37.19999952,38.34999936,50.24999952,72.91666656,165.8166667,49.18333392,51.23333376,214.4499998,193.3166664,136.183333,115.9666661,164.8500005,198.2666664,25.21666656,166.3166664,151.2166666,160.3333339,161.1333331,126.8833334,169.9833326,198.0999994,139.5333331,67.71666672,144.283333,147.4666661,134.7666667,158.2166664,107.7000005,111.3666667,83.48333328,154.6833326,136.7333338,164.8166674,145.5666667,178.0666661,133.366667,151.0499995,152.6333328,105.8333328,100.8666662,110.0000002,111.8999995,110.5833326,108.5499994,142.0666661,238.1499994,59.91666624,57.95000064,68.26666608,122.3000006,141.2166672,99.9,103.05,93.75000048,101.5499995,114.916667,186.3499997,187.4333333,99.65000016,89.11666656,142.4333333,141.2333338,231.7833331,236.2833331,227.7666662,244.1666664,235.7166672,224.1666662,80.9166672,73.51666704,68.73333264,75.69999936,67.73333328,211.7666664,179.9166672,146.0999995,137.983333,113.4499997,110.4833333,67.21666704,92.9666664,151.5333326,96.98333328,115.0666661,156.3999998,212.683333,189.6000005,224.9666669,172.2500006,123.2666669,125.3999995,131.3166672,142.3500005,162.9666662,182.8500005,161.0833334,112.05,88.88333328,103.6833336,117.9833328,105.7833331,158.6499998,179.4333326,173.25,170.3166667,122.4666662,91.30000032,105.0999998,123.8666674,163.3000003,95.16666672,161.0833334,145.7000006,160.0666661,222.3999994,176.0666674,163.0833336,43.66666656,54.16666704,149.4166666,168.0666667,148.9833331,146.416667,58.09999968,143.8499995,44.41666608,182.6500003,204.9666667,239.4999994,192.2166662,278.1,197.9833334,193.9333334,140.85,133.1333338,125.5166669,135.7499995,141.9666667,95.35000032,152.1333331,121.666667,133.2999994,136.2833338,128.4333336,105.9833333,39.91666608,18.35000064,24.90000048,203.3666669,162.0999994
Birmingham 133C,20.81666736,12.44999952,13.93333344,12.91666608,23.78333376,23.49999936,39.5166672,116.0000006,173.3499994,138.9500006,126.6666667,160.2666662,152.2166674,201.5333338,181.9166674,112.1499994,115.4166667,204.0999998,203.4166666,220.1166662,183.6499997,100.5833333,102.9833338,122.3333338,208.3999997,242.9833334,121.9333334,106.4499998,115.2499997,162.2499998,152.4833338,183.5000006,179.55,216.0166666,230.7166661,39.10000032,40.25000016,52.16666688,74.38333392,167.7333326,50.63333328,52.68333312,215.9166672,194.7833338,137.6500003,117.4166669,166.7499998,200.1666672,27.13333392,168.2333338,153.1333339,162.2499998,163.0333339,128.7999994,171.9,200.0000002,141.0000005,69.61666608,146.1833338,149.3833334,136.6666661,159.6833338,109.5999998,113.2833326,85.38333264,156.15,138.1999997,166.4166672,147.4666661,179.9666669,135.283333,152.9666669,154.5500002,107.2333339,102.316667,111.4666661,113.3666669,112.05,110.0166667,143.5333334,238.5999994,61.8333336,60.00000048,70.18333344,124.2,142.6999997,101.7999994,104.5166674,95.2166664,103.0166669,116.383333,188.266667,189.3333326,101.5499995,91.01666736,144.3500006,143.1499997,233.2500005,237.7500005,229.2333336,245.5833326,237.1333334,225.6333336,82.38333312,75.4166664,70.63333344,77.61666672,69.63333264,213.6833338,181.8166666,148.0166669,139.9000003,114.916667,111.9500006,69.13333296,94.8666672,153.45,98.90000064,116.9666669,158.3000006,214.5833338,191.4999998,226.8666662,174.15,124.7166662,126.8666669,133.2333331,144.2666664,164.8833336,184.7666664,162.9833328,113.5166674,90.35000064,105.1499995,119.4500002,107.2500005,160.5666672,181.35,175.1666674,172.2166661,124.3833336,92.74999968,106.5666672,123.8166662,165.2166662,97.08333264,162.9833328,147.6,161.9833334,223.8666667,177.9833333,164.9999995,45.13333392,55.63333296,151.3333339,169.9666661,151.0499995,148.3166664,59.56666704,145.7500003,45.88333344,184.5666662,206.8833326,241.4000002,194.1333336,280.0166674,199.4499994,195.3999994,142.7666674,137.6333338,127.4166662,137.6666669,143.8666661,96.81666624,154.1999995,123.583333,134.7666667,137.7499997,129.8999995,107.4500006,41.83333344,19.81666656,26.3666664,204.8333328,163.5666667
Birmingham 133F,19.73333376,11.36666736,12.76666704,12.26666736,23.15000016,22.4166672,38.4333336,115.6000003,172.2500006,138.3666667,126.0333331,159.6333326,151.5666672,200.4333336,180.8333338,111.5000006,114.7666666,202.9999997,203.2499995,219.0333326,182.5666661,99.49999968,101.9000002,121.2500002,207.7499995,242.3499998,120.8333333,105.3333331,114.6166661,161.1666662,151.4000002,182.416667,178.4499998,214.933333,229.9333334,38.01666672,39.16666656,51.06666672,73.73333376,166.6500005,49.99999968,52.04999952,215.266667,194.1333336,137.0000002,116.7833333,165.6666662,199.0833336,26.03333376,167.1500002,152.0500003,161.1666662,161.9500003,127.7000006,170.7999998,198.9166666,140.3666669,68.53333392,145.1000002,148.2833333,135.5833339,159.0500002,108.5166662,112.2000005,84.30000048,155.5166664,137.5666661,165.3666667,146.3833339,178.8000005,134.1833328,151.8833333,153.45,106.7166662,101.6833334,110.8166674,112.7333333,111.4166664,109.3666666,142.8833333,238.9833331,60.75,58.83333264,69.09999984,123.1166664,142.0666661,100.7166672,103.8833338,94.5833328,102.3666667,115.7333328,187.1833334,188.2500005,100.4666674,89.93333376,143.266667,142.0499995,232.6000003,237.1166669,228.5833334,244.9500005,236.6166672,224.9833334,81.73333296,74.3333328,69.54999984,76.51666656,68.55000048,212.6000002,180.733333,146.9166667,138.8166667,114.2833334,111.3000005,68.0333328,93.7833336,152.3499998,97.81666704,115.8833333,157.216667,213.5000002,190.4166662,225.7833326,173.0666664,124.0833326,126.2166667,132.133333,143.1833328,163.8,183.6833328,161.9000006,112.8666672,89.70000048,104.5166674,118.8166666,106.6000003,159.4833336,180.2666664,174.0833338,171.1333339,123.2833334,92.11666608,105.916667,122.7333326,164.1333326,96.00000048,161.9000006,146.5166664,160.8833333,223.2166666,176.8833331,163.9166674,44.50000032,54.99999936,150.2500003,168.8833339,149.8833331,147.2333328,58.91666688,144.6666667,45.23333328,183.4833326,205.8000005,240.3166666,193.05,278.9166672,198.8000006,194.7500006,141.6666672,136.5833333,126.3333326,136.5833333,142.7833339,96.16666608,153.0333331,122.4999994,134.1166666,137.0999995,129.2499994,106.8000005,40.73333328,19.1666664,25.71666624,204.1833326,162.9166666
Birmingham 032C,17.61666624,8.30000016,9.69999984,12.98333376,22.33333296,19.35,37.68333264,114.8499994,170.9500003,139.0666666,126.733333,160.3333339,152.2833336,197.3666664,177.7666666,112.216667,115.483333,199.9333339,199.2500006,215.9500003,179.5000003,98.75000016,101.1500006,120.5000006,208.4666674,242.383333,117.7666661,106.033333,115.3166674,158.1000005,148.333333,179.3499998,175.3833326,211.8666672,226.5500002,34.94999952,36.09999936,47.99999952,74.45000016,163.5666667,50.69999952,52.74999936,212.8166669,191.6833334,134.55,114.3166666,162.6000005,198.3333326,25.29999936,164.0666664,148.9833331,158.1000005,158.8833331,124.6333334,170.0666669,198.166667,141.0666667,67.78333296,142.033333,145.2166661,132.5166667,156.5833334,105.4500005,109.1333333,83.54999952,153.0499997,138.2666674,162.0833328,143.3166667,175.7333333,131.116667,148.8166661,150.3833328,107.4333326,102.3833333,111.5333338,113.4333331,112.1166662,110.083333,143.5999997,239.683333,57.6833328,55.76666688,66.01666608,120.0500006,139.5833328,97.65,104.5833336,95.28333264,103.0833331,116.4333326,184.1166662,185.1833333,97.40000016,86.86666656,140.1999998,138.9833338,230.1500002,234.6500002,226.1333333,242.1833328,234.166667,222.5333333,80.03333376,71.26666704,66.48333264,73.44999936,65.48333328,209.533333,177.6666672,143.8499995,135.733333,114.9833333,112.0166669,64.96666704,90.7166664,149.2833326,94.73333328,112.8166661,154.1499998,212.7500006,187.3500005,222.7166669,170.0000006,124.7833339,126.9333331,129.0666672,140.116667,160.7333328,180.6000005,158.8333334,110.416667,87.25000032,102.0500006,116.3499998,104.1500002,156.4166664,177.2000006,171,168.0666667,120.2166662,92.81666736,106.6333334,119.6666669,161.0666669,95.24999952,158.8333334,143.4500006,160.1333338,220.7666664,173.8166674,160.8333336,45.20000016,55.70000064,147.1833331,165.8166667,146.8166674,144.166667,59.63333328,143.9166672,45.94999968,180.4000003,202.7333333,237.2499994,192.3000005,278.1833328,196.3500005,192.3000005,138.6,130.4000006,123.2666669,133.5166661,139.7166667,96.86666736,149.9666674,119.4333336,131.6666664,134.6499994,126.8000006,107.5000003,40.00000032,19.8833328,26.43333264,201.7333339,160.4666664
